,Loss,NRMSE,FNFE,BNFE,Required_time
0,10.103578567504883,8.962608337402344,23107.0,0.0,59.79033899307251
1,0.8587597608566284,2.612959384918213,14705.0,0.0,60.490395069122314
2,0.7879651188850403,2.502939224243164,14705.0,0.0,62.48687148094177
3,0.38608798384666443,1.752023696899414,14705.0,0.0,63.51993680000305
4,0.16092336177825928,1.1311140060424805,14705.0,0.0,68.67661356925964
5,0.11133401095867157,0.9408290982246399,14705.0,0.0,62.58470392227173
6,0.09493111073970795,0.8687625527381897,14705.0,0.0,63.48573160171509
7,0.08531104028224945,0.8235679864883423,14705.0,0.0,62.99133229255676
8,0.0828552395105362,0.8116276264190674,14705.0,0.0,65.93949055671692
9,0.07976412028074265,0.7963438034057617,14705.0,0.0,66.26917672157288
10,0.07451964169740677,0.7697190046310425,14705.0,0.0,65.19056272506714
11,0.07226575911045074,0.7579893469810486,14705.0,0.0,64.38134789466858
12,0.07112302631139755,0.7519724369049072,14705.0,0.0,66.6604516506195
13,0.06946427375078201,0.743151843547821,14705.0,0.0,68.78887224197388
14,0.06791452318429947,0.734815239906311,14705.0,0.0,61.67261862754822
15,0.0662883073091507,0.7259643077850342,14705.0,0.0,60.74882912635803
16,0.06490804255008698,0.7183665037155151,14705.0,0.0,62.11963081359863
17,0.06401994079351425,0.7134351134300232,14705.0,0.0,62.608315229415894
18,0.06322305649518967,0.7089809775352478,14705.0,0.0,62.362082719802856
19,0.06246068328619003,0.7046933770179749,14705.0,0.0,62.897947549819946
20,0.06187226250767708,0.7013661861419678,14705.0,0.0,63.10232496261597
21,0.06133006885647774,0.6982863545417786,14705.0,0.0,61.336166858673096
22,0.060835205018520355,0.6954634785652161,14705.0,0.0,61.425209760665894
23,0.060384951531887054,0.6928850412368774,14705.0,0.0,61.11681818962097
24,0.059947479516267776,0.6903706192970276,14705.0,0.0,62.12482953071594
25,0.059531521052122116,0.687971293926239,14705.0,0.0,61.6840603351593
26,0.05912597104907036,0.6856239438056946,14705.0,0.0,60.864394664764404
27,0.058726489543914795,0.6833038330078125,14705.0,0.0,61.038628578186035
28,0.058332424610853195,0.681007444858551,14705.0,0.0,62.03903412818909
29,0.05793682858347893,0.6786942481994629,14705.0,0.0,61.20200157165527
30,0.057541944086551666,0.6763774156570435,14705.0,0.0,61.144956827163696
31,0.05714551359415054,0.6740434765815735,14705.0,0.0,60.537298917770386
32,0.05674818158149719,0.6716960668563843,14705.0,0.0,62.61819386482239
33,0.0563545823097229,0.6693626046180725,14705.0,0.0,60.93250274658203
34,0.055961448699235916,0.667023777961731,14705.0,0.0,61.471097469329834
35,0.05556916445493698,0.6646817922592163,14705.0,0.0,61.81545376777649
36,0.055177222937345505,0.6623335480690002,14705.0,0.0,62.86799430847168
37,0.0547785758972168,0.6599365472793579,14705.0,0.0,61.78651309013367
