,Loss,NRMSE,FNFE,BNFE,Required_time
233,0.1994110643863678,1.107698678970337,3200.0,2695.0,33.14125990867615
234,0.19939979910850525,1.1076674461364746,3200.0,2695.0,31.202882289886475
235,0.19938740134239197,1.1076329946517944,3200.0,2695.0,31.25996232032776
236,0.19937600195407867,1.107601284980774,3200.0,2695.0,30.925488233566284
237,0.19936396181583405,1.1075677871704102,3200.0,2695.0,30.89943265914917
238,0.19935141503810883,1.1075329780578613,3200.0,2695.0,31.210081577301025
239,0.1993401050567627,1.10750150680542,3200.0,2695.0,31.413422346115112
240,0.1993274986743927,1.1074665784835815,3200.0,2695.0,31.612470149993896
241,0.19931605458259583,1.1074347496032715,3200.0,2695.0,31.633479833602905
242,0.19930337369441986,1.107399582862854,3200.0,2695.0,31.58250880241394
243,0.19929108023643494,1.107365369796753,3200.0,2695.0,31.512611865997314
244,0.1992788165807724,1.1073312759399414,3200.0,2695.0,31.134451627731323
245,0.19926717877388,1.1072989702224731,3200.0,2695.0,31.55241560935974
246,0.1992543786764145,1.107263445854187,3200.0,2695.0,31.97761559486389
247,0.19924238324165344,1.1072300672531128,3200.0,2695.0,32.020671367645264
248,0.19922952353954315,1.1071943044662476,3200.0,2695.0,30.91700792312622
249,0.1992165744304657,1.1071583032608032,3200.0,2695.0,31.51792287826538
250,0.19920417666435242,1.107123851776123,3200.0,2695.0,31.243055820465088
251,0.1991913616657257,1.107088327407837,3200.0,2695.0,31.1387996673584
252,0.19917938113212585,1.1070550680160522,3200.0,2695.0,31.73750638961792
253,0.1991664320230484,1.1070189476013184,3200.0,2695.0,32.16619658470154
254,0.19915412366390228,1.1069848537445068,3200.0,2695.0,32.41152000427246
255,0.19914200901985168,1.106951117515564,3200.0,2695.0,32.351927518844604
256,0.1991283893585205,1.1069133281707764,3200.0,2695.0,32.39460229873657
257,0.19911527633666992,1.1068768501281738,3200.0,2695.0,32.11633038520813
258,0.19910283386707306,1.1068421602249146,3200.0,2695.0,32.02754020690918
259,0.199090376496315,1.1068075895309448,3200.0,2695.0,32.4876823425293
260,0.19907768070697784,1.1067723035812378,3200.0,2695.0,32.00827598571777
261,0.19906365871429443,1.1067333221435547,3200.0,2695.0,31.477529525756836
262,0.19905100762844086,1.1066981554031372,3200.0,2695.0,31.86003351211548
263,0.1990378201007843,1.1066615581512451,3200.0,2695.0,31.896206378936768
264,0.1990257352590561,1.1066279411315918,3200.0,2695.0,31.723829984664917
265,0.19901205599308014,1.106589913368225,3200.0,2695.0,31.433570861816406
266,0.198999285697937,1.106554388999939,3200.0,2695.0,32.05526900291443
267,0.1989850550889969,1.106514811515808,3200.0,2695.0,31.755831003189087
268,0.1989726573228836,1.106480360031128,3200.0,2695.0,32.428741455078125
269,0.19895930588245392,1.106443166732788,3200.0,2695.0,32.57636547088623
270,0.19894596934318542,1.1064060926437378,3200.0,2695.0,32.50945281982422
271,0.19893194735050201,1.1063671112060547,3200.0,2695.0,32.01899170875549
272,0.1989193707704544,1.1063321828842163,3200.0,2695.0,32.238624811172485
273,0.19890651106834412,1.106296420097351,3200.0,2695.0,31.318471670150757
274,0.198892742395401,1.1062581539154053,3200.0,2695.0,30.701584339141846
275,0.1988808512687683,1.1062250137329102,3200.0,2695.0,30.482214212417603
276,0.19886568188667297,1.1061829328536987,3200.0,2695.0,31.270262718200684
277,0.19885189831256866,1.1061445474624634,3200.0,2695.0,32.00462985038757
278,0.19883939623832703,1.1061097383499146,3200.0,2695.0,31.47258234024048
279,0.19882594048976898,1.1060723066329956,3200.0,2695.0,31.819220066070557
280,0.1988113969564438,1.106031894683838,3200.0,2695.0,31.68730115890503
281,0.19879800081253052,1.1059945821762085,3200.0,2695.0,31.660011529922485
282,0.19878457486629486,1.105957269668579,3200.0,2695.0,31.467066287994385
283,0.1987706422805786,1.105918526649475,3200.0,2695.0,32.453237533569336
284,0.19875729084014893,1.1058813333511353,3200.0,2695.0,31.61434555053711
285,0.1987428069114685,1.105841040611267,3200.0,2695.0,31.732553243637085
286,0.19872932136058807,1.1058034896850586,3200.0,2695.0,31.871878385543823
287,0.19871631264686584,1.1057673692703247,3200.0,2695.0,31.28691267967224
288,0.19870305061340332,1.105730414390564,3200.0,2695.0,31.18587017059326
289,0.1986880898475647,1.1056888103485107,3200.0,2695.0,31.183090686798096
290,0.19867444038391113,1.1056509017944336,3200.0,2695.0,31.120067834854126
291,0.19866050779819489,1.10561203956604,3200.0,2695.0,30.899705410003662
292,0.19864708185195923,1.1055747270584106,3200.0,2695.0,32.27072501182556
293,0.1986333578824997,1.1055365800857544,3200.0,2695.0,32.60516953468323
294,0.19861924648284912,1.1054972410202026,3200.0,2695.0,32.413740158081055
295,0.1986057162284851,1.1054595708847046,3200.0,2695.0,31.818279027938843
296,0.1985916644334793,1.105420470237732,3200.0,2695.0,32.069520711898804
297,0.1985768973827362,1.1053794622421265,3200.0,2695.0,31.59279990196228
298,0.198562353849411,1.1053389310836792,3200.0,2695.0,31.802064895629883
299,0.19854901731014252,1.105301856994629,3200.0,2695.0,31.74967908859253
